Elastos,ELA,https://coinmarketcap.com/currencies/elastos/,2.90688038156
GXChain,GXS,https://coinmarketcap.com/currencies/gxchain/,0.679897072511
Ark,ARK,https://coinmarketcap.com/currencies/ark/,0.379527738477
MonaCoin,MONA,https://coinmarketcap.com/currencies/monacoin/,0.628765361763
PIVX,PIVX,https://coinmarketcap.com/currencies/pivx/,0.703357261569
Aion,AION,https://coinmarketcap.com/currencies/aion/,0.151828678049
Bancor,BNT,https://coinmarketcap.com/currencies/bancor/,0.655517196905
Polymath,POLY,https://coinmarketcap.com/currencies/polymath-network/,0.13145516486
HyperCash,HC,https://coinmarketcap.com/currencies/hypercash/,0.84879479235
Crypto.com,MCO,https://coinmarketcap.com/currencies/crypto-com/,2.31995068611
SIRIN LABS Token,SRN,https://coinmarketcap.com/currencies/sirin-labs-token/,0.0742071450988
Zcoin,XZC,https://coinmarketcap.com/currencies/zcoin/,6.24861969184
aelf,ELF,https://coinmarketcap.com/currencies/aelf/,0.128078611755
Linkey,LKY,https://coinmarketcap.com/currencies/linkey/,0.695958661456
